session,trial,segment,story,segment_num,condition,with_char,sub,sub_session,res_1,res_1_simi_info,res_1_simi_info_z,res_1_simi_self,res_1_simi_self_z,res_1_simi_other,res_1_simi_other_z,res_1_MAD,res_1_MAD_z,res_1_MD,res_1_MD_z,res_1_MAD_sub,res_1_MAD_sub_z,res_1_MD_sub,res_1_MD_sub_z,res_1_MAD_oppo_sub,res_1_MAD_oppo_sub_z,res_1_MD_oppo_sub,res_1_MD_oppo_sub_z,res_1_score,res_1_conf,res_2,res_2_score,res_2_conf,res_3,res_3_score,res_3_conf,version,cond_1,cond_direction,cond_amount,base_segment,base_seg_num,segment_pair,segment_count,label,characters,hit_char,res_1_simi_otherseg_01,res_1_simi_otherseg_02,res_1_simi_otherseg_03,res_1_simi_otherseg_04,res_1_simi_otherseg_05,res_1_simi_otherseg_06,res_1_simi_otherseg_07,res_1_simi_otherseg_08,res_1_simi_otherseg_09,res_1_simi_otherseg_10,res_1_simi_otherseg_11,hit,scenes,note
3,14,2_06,2,6,p_r_recall,TRUE,0131-3,0131-3,Karl rolls into ambulance. Simone talks to neighbours and simone sees wanda. Simone talks to wanda. Simone finds out That wanda leaves photo,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_06,6,,5,2_06 : p_r_recall,"Simone, Karl, Neighbors, Wanda",TRUE,,,,,,,,,,,,0,601 602 603 156,
3,15,2_05,2,5,p_r,TRUE,0131-3,0131-3,simone cries. tommy helps her. end of party. simone and karl fight. simone pushes karl and karl falls  ,,,,,,,,,,,,,,,,,,,,4,simone asks tommy to help her. end of party. tommy pushes karl,,2,,,,exp,p_r,f,p_r/r_p,2_04,4,,4,2_05 : p_r,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,1 1 1 1,
3,16,2_05,2,5,recall_f,TRUE,0131-3,0131-3,Tommy cleans kitchen after party. Simone goes upstairs and finds karl. Simone packs suitcase. Simone finds out karl takes overdose and simone calls ambulance. Simone slaps karl in the face and takes hand,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_05,5,,4,2_05 : recall_f,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,501 503 504 505 506 452,
3,17,2_06,2,6,p_recall,TRUE,0131-3,0131-3,ambulance picks up karl.  simone comforts neighbours and sees wanda. simone talks to wanda and simone finds out wanda knows about the picture.Simone and wanda fight,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_p,f,p_recall/r_recall,2_06,6,,5,2_06 : p_recall,"Simone, Karl, Neighbors, Wanda",TRUE,,,,,,,,,,,,0,601 602 603 604 156,
3,18,2_07,2,7,p0,FALSE,0131-3,0131-3,simone goes to hospital with karl. karl wakes up. simone is upset. simone asks karl how wanda knows.,,,,,,,,,,,,,,,,,,,,2,simone goes t hospital with karl. karl does not wake up. simone investigates what wanda knows,,3,,,,exp,p0,f,p0/r0,2_06,6,2_06-07,6,2_07 : p0,"Simone, Tommy",FALSE,,,,,,,,,,,,0,652 801 1,
3,19,2_07,2,7,p,TRUE,0131-3,0131-3,Simone asks tommy about envelope. tommy puts envelope on table,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p,f,p/r,2_06,6,2_06-07,6,2_07 : p,"Simone, Tommy",TRUE,,,,,,,,,,,,1,704,
3,20,2_08,2,8,p_r_recall,TRUE,0131-3,0131-3,Karl wakes up. Simone eats pecans. Simone tells karl about plans for divorce/seperation.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_08,8,,7,2_08 : p_r_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,801 803,
3,21,2_07,2,7,p_r,TRUE,0131-3,0131-3,simone finds tommy and wants to know about photograph. tommy tells simone he find photograph,,,,,,,,,,,,,,,,,,,,4,simone is upset and sleeps with tommy,,2,,,,exp,p_r,f,p_r/r_p,2_06,6,,6,2_07 : p_r,"Simone, Tommy",TRUE,,,,,,,,,,,,1,1 704,
3,22,2_07,2,7,recall_f,TRUE,0131-3,0131-3,simone is home and drinks wine. tommy checks in with simone. tommy comforts simone and tommy kisses simone.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_07,7,,6,2_07 : recall_f,"Simone, Tommy",TRUE,,,,,,,,,,,,0,701 702 706,
3,23,2_08,2,8,p_recall,TRUE,0131-3,0131-3,simone eats pecans in hospital. karl wakes up. simone tells karl about divorce. seperation has to be amicabel ,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_p,f,p_recall/r_recall,2_08,8,,7,2_08 : p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,801 803,
3,24,2_09,2,9,p0,FALSE,0131-3,0131-3,simone and karl go home. karl and simone go to wedding daughter simone. tommy tries to kis simone,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,p0,f,p0/r0,2_08,8,2_08-09,8,2_09 : p0,"Simone, Tommy",TRUE,,,,,,,,,,,,0,1001 1 0,
3,25,2_09,2,9,p,TRUE,0131-3,0131-3,simone goes to wedding alone. tommy tries to kiss simone. simone kisses tommy back. simone and tommy have secret love affair.,,,,,,,,,,,,,,,,,,,,3,simone tells tommy he has to forget about her. tommy and simone kiss.,,3,,,,exp,p,f,p/r,2_08,8,2_08-09,8,2_09 : p,"Simone, Tommy",TRUE,,,,,,,,,,,,0,1 0 1 1201,
3,26,2_10,2,10,p_r_recall,TRUE,0131-3,0131-3,simone brings karl home. simone finds pills in bedroom. karl fakes suicide. karl blackmails simone,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_10,10,,9,2_10 : p_r_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1003 1004 1006 452,
3,27,2_09,2,9,p_r,TRUE,0131-3,0131-3,simone calls tommy. ,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,p_r,f,p_r/r_p,2_08,8,,8,2_09 : p_r,"Simone, Tommy",TRUE,,,,,,,,,,,,0,1,
3,28,2_09,2,9,recall_f,TRUE,0131-3,0131-3,simone drives home. tommy brings muffins. tommy wants to prove himself to simone. simone gets out of car,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_09,9,,8,2_09 : recall_f,"Simone, Tommy",TRUE,,,,,,,,,,,,0,901 902 904,
3,29,2_10,2,10,p_recall,TRUE,0131-3,0131-3,simone brings karl home. simone gets blanket and finds pills. karl fakes suicide. simone and karl fight. karl blackmails simone,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_10,10,,9,2_10 : p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1003 1004 1005 1006 452,
3,30,2_11,2,11,p0,FALSE,0131-3,0131-3,"simone goes to naomi and finds tommy. tommy comforts simone, simone sleeps with tommy. ",,,,,,,,,,,,,,,,,,,,4,simone plans to embarrass karl. ,,1,,,,exp,p0,f,p0/r0,2_10,10,2_10-11,10,2_11 : p0,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1 1 1201,
3,31,2_11,2,11,p,TRUE,0131-3,0131-3,"simone goes to naomi and finds tommy. tommy comforts simone, simone sleeps with tommy. Naomi finds out.",,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p,f,p/r,2_10,10,2_10-11,10,2_11 : p,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1 1 1201 1,
3,32,2_11,2,11,recall_f,TRUE,0131-3,0131-3,simone and naomi work out. naomi tells simone she knows about cheating. simone feels betrayed by naomi. simone wants to take revenge by sleeping with tommy. simone tells tommy he can meet her at 4,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_p,f,recall_f/recall_b,2_11,11,,10,2_11 : recall_f,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1101 1103 1106 1107 1201,
1,1,2_01,2,1,p_recall,TRUE,0131-2,0202-1,"Simone is late for her hair appointment and tells her husband to Karl to lie when the hairdresser calls. Karl tells Simone to not be late for their party, which starts at 7.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_01,1,,0,2_01 : p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,101 102 151 231,
1,2,2_02,2,2,p0,FALSE,0131-2,0202-1,Simone gets to her hair appointment and her hairdresser is annoyed. When she sits down her hairdresser forgives her and they start chatting.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p0,f,p0/r0,2_01,1,2_01-02,1,2_02 : p0,"Simone, Karl, Naomi, Tommy",FALSE,,,,,,,,,,,,0,152 2 1 1,
1,3,2_02,2,2,p,TRUE,0131-2,0202-1,Simone gets to her hair appointment and Tommy is there getting his haircut with Naomi. Naomi and Simone are friends and they talk. Simone gets home while Karl is getting ready for the party.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p,f,p/r,2_01,1,2_01-02,1,2_02 : p,"Simone, Karl, Naomi, Tommy",TRUE,,,,,,,,,,,,0,152 1 1 153 154,
1,4,2_03,2,3,p_r_recall,TRUE,0131-2,0202-1,Simone asks Tommy to go check on the desserts to see if they are ready to bring out. Simone finds an envelope and inside of it is pictures of Karl kissing another man. ,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_03,3,,2,2_03 : p_r_recall,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,301,
1,5,2_02,2,2,p_r,TRUE,0131-2,0202-1,"Simone runs into Naomi at the hair salon and asks if Tommy would be willing to help out at their dinner party tonight. While Simone is at the hair salon, Karl is out with another man whom he has romantic relations with.",,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p_r,f,p_r/r_p,2_01,1,,1,2_02 : p_r,"Simone, Karl, Naomi, Tommy",TRUE,,,,,,,,,,,,0,152 1 1,
1,6,2_02,2,2,recall_f,TRUE,0131-2,0202-1,Naomi tells Simone that one of their other friends doesn't like Simone. Tommy gives his mom a plate of cheese balls. Karl dances with Simone because she is upset one of her friends doesn't like her.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_02,2,,1,2_02 : recall_f,"Simone, Karl, Naomi, Tommy",TRUE,,,,,,,,,,,,0,202 203 204,
1,7,2_03,2,3,p_recall,TRUE,0131-2,0202-1,Simone asks Tommy to check on the desserts to see if they are ready to be brought out. Simone finds an envelope and inside are pictures of Karl kissing another man. Simone watches Karl as he talks to a group of people.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_03,3,,2,2_03 : p_recall,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,301 303 304,
1,8,2_04,2,4,p0,FALSE,0131-2,0202-1,Simone wants to figure out who Karl is kissing in that picture so she secretly follows him to work one day.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p0,f,p0/r0,2_03,3,2_03-04,3,2_04 : p0,"Simone, Karl",TRUE,,,,,,,,,,,,0,0 1,
1,9,2_04,2,4,p,TRUE,0131-2,0202-1,Simone wants to figure out who Karl is kissing in that picture so she secretly follows him to work one day.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p,f,p/r,2_03,3,2_03-04,3,2_04 : p,"Simone, Karl",TRUE,,,,,,,,,,,,0,0 1,
1,10,2_05,2,5,p_r_recall,TRUE,0131-2,0202-1,Tommy asks Simone is Karl is okay because he never returned to the dinner party. Simone packs up Karl's bag talking about their divorce and notices that he has taken many pills. Simone calls an ambulance to their house.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_05,5,,4,2_05 : p_r_recall,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,502 503 504 505 452,
1,11,2_04,2,4,p_r,TRUE,0131-2,0202-1,Simone asks to speak to Karl upstairs during the dinner party. Simone confronts Karl about the pictures and Karl tells her that he is gay.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,p_r,f,p_r/r_p,2_03,3,,3,2_04 : p_r,"Simone, Karl",TRUE,,,,,,,,,,,,1,351 402 1,
1,12,2_04,2,4,recall_f,TRUE,0131-2,0202-1,"Simone takes Karl to the bathroom and confronts him over the pictures. She finds out he has been with other men, too, and she sends him upstairs for the rest of the dinner party.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_04,4,,3,2_04 : recall_f,"Simone, Karl",TRUE,,,,,,,,,,,,0,402,
1,13,2_05,2,5,p_recall,TRUE,0131-2,0202-1,Tommy asks Simone if Karl is okay since he never came back down to the dinner party. Simone starts packing a bag for Karl when she realizes he has taken many pills and he is barely conscious. Simone calls an ambulance to the house for Karl.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_05,5,,4,2_05 : p_recall,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,502 503 504 505 452,
1,14,2_06,2,6,p0,FALSE,0131-2,0202-1,The ambulance comes and takes Karl to the hospital. Karl ends up living and Simone kicks him out of the house.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p0,f,p0/r0,2_05,5,2_05-06,5,2_06 : p0,"Simone, Karl, Neighbors, Wanda",FALSE,,,,,,,,,,,,1,553 601 652 1,
1,15,2_06,2,6,p,TRUE,0131-2,0202-1,"The ambulance comes and takes Karl to the hospital, and he ends up living. The neighbors come over to give Karl a gift after hearing what happened. Wanda also comes over to check on Karl. ",,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p,f,p/r,2_05,5,2_05-06,5,2_06 : p,"Simone, Karl, Neighbors, Wanda",FALSE,,,,,,,,,,,,1,553 601 652 1 1,
1,16,2_07,2,7,p_r_recall,TRUE,0131-2,0202-1,Tommy comes over to apologize to Simone because he did know about the pictures. Tommy comforts Simone as she cries and gives her a kiss. ,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_07,7,,6,2_07 : p_r_recall,"Simone, Tommy",TRUE,,,,,,,,,,,,0,702 704 706,
1,17,2_06,2,6,p_r,TRUE,0131-2,0202-1,The neighbors watch as Karl gets taken into an ambulance to the hospital. Wanda comes over to talk to Simone and ask about Karl. ,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p_r,f,p_r/r_p,2_05,5,,5,2_06 : p_r,"Simone, Karl, Neighbors, Wanda",TRUE,,,,,,,,,,,,1,602 601 631,
1,18,2_06,2,6,recall_f,TRUE,0131-2,0202-1,The neighbors watch as Karl gets put into an ambulance to go to the hospital. Simone tells everyone he fell down the stairs. Wanda tells Simone that she's the one who left the photos of Karl and Simone tackles Wanda.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_06,6,,5,2_06 : recall_f,"Simone, Karl, Neighbors, Wanda",TRUE,,,,,,,,,,,,0,601 602 603 604 156,
1,19,2_07,2,7,p_recall,TRUE,0131-2,0202-1,Tommy comes over to check on Karl and tell Simone that he lied and had seen the pictures of Karl. Simone starts to cry and Tommy comforts her and gives her a kiss.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_07,7,,6,2_07 : p_recall,"Simone, Tommy",TRUE,,,,,,,,,,,,0,702 703 704 706 252,
1,20,2_08,2,8,p0,FALSE,0131-2,0202-1,Karl comes back from the hospital and Simone kicks him out of the house. Simone and Tommy secretly see each other.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p0,f,p0/r0,2_07,7,2_07-08,7,2_08 : p0,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1 931,
1,21,2_08,2,8,p,TRUE,0131-2,0202-1,Karl comes back from the hospital and Simone kicks him out of the house. Simone and Tommy secretly see each other.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p,f,p/r,2_07,7,2_07-08,7,2_08 : p,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1 931,
1,22,2_09,2,9,p_r_recall,TRUE,0131-2,0202-1,Tommy comes over to bring Simone muffins for her husband. Tommy tries to come inside and be with Simone but she says no because his mother is her best friend.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_09,9,,8,2_09 : p_r_recall,"Simone, Tommy",TRUE,,,,,,,,,,,,0,902 904 903,
1,23,2_08,2,8,p_r,TRUE,0131-2,0202-1,Karl comes home from the hospital. Simone says he can stay and rest but that she is still kicking him out of the house.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p_r,f,p_r/r_p,2_07,7,,7,2_08 : p_r,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1,
1,24,2_08,2,8,recall_f,TRUE,0131-2,0202-1,"Simone visits Karl in the hospital when he wakes up and says he can come back to the house. Simone says they will divorce amicably in July, after Simone's daughter's wedding. ",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_08,8,,7,2_08 : recall_f,"Simone, Karl",TRUE,,,,,,,,,,,,0,801 803 1001,
1,25,2_09,2,9,p_recall,TRUE,0131-2,0202-1,Tommy comes over to Simone's house to bring her husband get-well muffins. Tommy tries to come inside and be with Simone but Simone says no. Simone says it would be a betrayal to sleep with her best friend's child.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_09,9,,8,2_09 : p_recall,"Simone, Tommy",TRUE,,,,,,,,,,,,0,902 904 903,
1,26,2_10,2,10,p0,FALSE,0131-2,0202-1,Simone and Karl get ready for Simone's daughter's wedding. ,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p0,f,p0/r0,2_09,9,2_09-10,9,2_10 : p0,"Simone, Karl",TRUE,,,,,,,,,,,,0,1,
1,27,2_10,2,10,p,TRUE,0131-2,0202-1,Simone and Karl get ready for Simone's daughter's wedding. ,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p,f,p/r,2_09,9,2_09-10,9,2_10 : p,"Simone, Karl",TRUE,,,,,,,,,,,,0,1,
1,28,2_11,2,11,p_r_recall,TRUE,0131-2,0202-1,"Naomi tells Simone that she saw Karl's car parked outside of a motel a couple years ago, so she knows he has been cheating. Simone gets upset with Naomi and plans to see Tommy later that day.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_11,11,,10,2_11 : p_r_recall,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1103 1106 1107 1201 53 55,
1,29,2_10,2,10,p_r,TRUE,0131-2,0202-1,Simone and Karl return to their house and go about their daily lives.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p_r,f,p_r/r_p,2_09,9,,9,2_10 : p_r,"Simone, Karl",TRUE,,,,,,,,,,,,1,1001,
1,30,2_10,2,10,recall_f,TRUE,0131-2,0202-1,Simone and Karl return home and Karl tries to talk about his past but Simone doesn't want to hear about his relations with other men. Simone finds many pills under the seat cushion and realizes that Karl faked his suicide attempt. Karl black mails Simone into staying with him and fighting for their future.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_10,10,,9,2_10 : recall_f,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1002 1003 1004 1006 452,
1,31,2_11,2,11,p_recall,TRUE,0131-2,0202-1,"Naomi tells Simone that she saw Karl's car parked outside of a motel a couple years ago, so she knew he has been heating for a while. Simone gets upset that Naomi never told her about her husband cheating. Simone sees Tommy on the sidewalk and makes a plan to see him later that day. ",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_11,11,,10,2_11 : p_recall,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1103 1106 1107 1201 53 55,
1,1,1_11,1,11,r_recall,TRUE,0131-3,0202-2,rob comes home. Beth and rob have dinner. Rob complains about day. beth mentions new dress,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_recall/r_recall,1_11,11,,0,1_11 : r_recall,"Beth, Rob",TRUE,,,,,,,,,,,,0,1101 1104 1105,
1,2,1_10,1,10,r0,FALSE,0131-3,0202-2,Rob has rough day at work. Beth buys new dress,,,,,,,,,,,,,,,,,,,,2,"beth and rob have marriage problems, beth feels sad and buys new dress. ",,2,,,,exp,r0,b,p0/r0,1_11,11,1_10-11,1,1_10 : r0,Beth,TRUE,,,,,,,,,,,,1,1081 1003,
1,3,1_10,1,10,r,TRUE,0131-3,0202-2,Beth buys new dress because she wants to feel pretty,,,,,,,,,,,,,,,,,,,,2,"beth thinks she has marriage problems, beth feels sad and buys new dress. ",,2,,,,exp,r,b,p/r,1_11,11,1_10-11,1,1_10 : r,Beth,TRUE,,,,,,,,,,,,1,1003 0,
1,4,1_09,1,9,r_p_recall,TRUE,0131-3,0202-2,April gives beth pie. Beth asks about aprils love life and Beth finds out that april dates beths husband. beth pretends to be Sheila,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_09,9,,2,1_09 : r_p_recall,"Beth, April",TRUE,,,,,,,,,,,,0,901 902,spoiler - previous
1,5,1_10,1,10,r_p,TRUE,0131-3,0202-2,"beth takes april's advice. Beth buys new dress, beth gets new haircut to make herself special",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r_p,b,p_r/r_p,1_11,11,,1,1_10 : r_p,Beth,TRUE,,,,,,,,,,,,1,1001 1003 1004,
1,6,1_10,1,10,recall_b,TRUE,0131-3,0202-2,"beth looks at wedding picture, looks in mirror. beth goed shoppping, buys new dress, shoes and perfume. beth goes to hairdresser",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,1_10,10,,1,1_10 : recall_b,Beth,TRUE,,,,,,,,,,,,0,1001 1003 1004,
1,7,1_09,1,9,r_recall,TRUE,0131-3,0202-2,april serves beth pecan pie. beth pretends to be sheila and asks about aprils love life. april tells beth she is dating a married man. beth wants to know more,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_recall/r_recall,1_09,9,,2,1_09 : r_recall,"Beth, April",TRUE,,,,,,,,,,,,0,901 902,spoiler - previous
1,8,1_08,1,8,r0,FALSE,0131-3,0202-2,beth talks to sheila. beth suspects her husband to cheat. sheila tells her to find out more.,,,,,,,,,,,,,,,,,,,,2,beth finds out rob cheats on beth. ,,3,,,,exp,r0,b,p0/r0,1_09,9,1_08-09,3,1_08 : r0,"Beth, April",FALSE,,,,,,,,,,,,0,731 702 1,
1,9,1_08,1,8,r,TRUE,0131-3,0202-2,beth meets april. ,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,r,b,p/r,1_09,9,1_08-09,3,1_08 : r,"Beth, April",TRUE,,,,,,,,,,,,0,832,
1,10,1_07,1,7,r_p_recall,TRUE,0131-3,0202-2,sheila brings bottle of wine to beth. beth and sheila talk in the kitchen about beths husband cheating on beth. sheila tells beth to confront the girl beths husband is cheating with,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_07,7,,4,1_07 : r_p_recall,"Beth, Sheila",TRUE,,,,,,,,,,,,0,701 704 831,
1,11,1_08,1,8,r_p,TRUE,0131-3,0202-2,beth goes to the diner where april works. beth pretends to be someone else. april serves beth,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r_p,b,p_r/r_p,1_09,9,,3,1_08 : r_p,"Beth, April",TRUE,,,,,,,,,,,,1,801 804,
1,12,1_08,1,8,recall_b,TRUE,0131-3,0202-2,april wants to take beths order. beth starts crying. april offers to talk to beth. beth wants to walk out. april wants to be friends. beth sits down again and introduces herself as sheila.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,recall_f/recall_b,1_08,8,,3,1_08 : recall_b,"Beth, April",TRUE,,,,,,,,,,,,0,801 802 803 804 931,
1,13,1_07,1,7,r_recall,TRUE,0131-3,0202-2,sheila brings beth bottle of wine. beth and sheila talk in the kitchen. sheila tells beth to confront the girl beths husband is cheating with. beth agrees to try,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_recall/r_recall,1_07,7,,4,1_07 : r_recall,"Beth, Sheila",TRUE,,,,,,,,,,,,0,701 704 705 831,
1,14,1_06,1,6,r0,FALSE,0131-3,0202-2,beth goes to diner and beth sees rob kissing april,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,r0,b,p0/r0,1_07,7,1_06-07,5,1_06 : r0,"Beth, Rob",TRUE,,,,,,,,,,,,0,504 505 506,
1,15,1_06,1,6,r,TRUE,0131-3,0202-2,beth goes to diner and beth sees rob in the diner,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r,b,p/r,1_07,7,1_06-07,5,1_06 : r,"Beth, Rob",TRUE,,,,,,,,,,,,0,504 505 506,
1,16,1_05,1,5,r_p_recall,TRUE,0131-3,0202-2,rob calls beth and tells beth he needs to meet a client. beth drives to diner in the rain. beth sees rob and april in the diner. rob and april kiss,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_05,5,,6,1_05 : r_p_recall,"Beth, Rob, April",TRUE,,,,,,,,,,,,0,502 504 505 506,
1,17,1_06,1,6,r_p,TRUE,0131-3,0202-2,beth is in bed. rob comes home. ,,,,,,,,,,,,,,,,,,,,2,rob and beth have breakfast. beth asks how robs meeting was. rob acts confused.,,4,,,,exp,r_p,b,p_r/r_p,1_07,7,,5,1_06 : r_p,"Beth, Rob",TRUE,,,,,,,,,,,,0,1 554,
1,18,1_06,1,6,recall_b,TRUE,0131-3,0202-2,beth and rob have dinner. rob compliments beth on meatloaf. beth starts talking about Rob's death. rob is confused. beth expresses desire to do something more than just be a wife. rob chokes on pimento. ,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,recall_f/recall_b,1_06,6,,5,1_06 : recall_b,"Beth, Rob",TRUE,,,,,,,,,,,,0,601 602 603 604 606,
1,19,1_05,1,5,r_recall,TRUE,0131-3,0202-2,rob calls beth and tells beth rob has to meet a client for a drink. beth drives to diner in the rain. beth sees rob in the diner. april and rob kiss. beth is upset,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,1_05,5,,6,1_05 : r_recall,"Beth, Rob, April",TRUE,,,,,,,,,,,,0,502 504 505 506 507,
1,20,1_04,1,4,r0,FALSE,0131-3,0202-2,beth and sheila talk. beth is confused about marriage. sheila suspects rob is cheating,,,,,,,,,,,,,,,,,,,,2,"rob and beth haven dinner with leo and sheila. sheila and beth are in the kitchen. sheila tells beth leo saw rob kiss a woman.
",,3,,,,exp,r0,b,p0/r0,1_05,5,1_04-05,7,1_04 : r0,"Beth, Sheila",TRUE,,,,,,,,,,,,1,431 2 404,
1,21,1_04,1,4,r,TRUE,0131-3,0202-2,beth and sheila talk. beth is confused about marriage. sheila suspects something,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,r,b,p/r,1_05,5,1_04-05,7,1_04 : r,"Beth, Sheila",TRUE,,,,,,,,,,,,1,431 2 404,
1,22,1_03,1,3,r_p_recall,TRUE,0131-3,0202-2,beth is in the supermarket. beth smiles at kid. beth overhears sheila talk to one neighbor. sheila and one neighbor gossip about beths husband. beth kicks over cans of soup and beth walks out of supermarket. sheila yells beths name.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_03,3,,8,1_03 : r_p_recall,"Beth, Sheila, One neighbor",TRUE,,,,,,,,,,,,0,301 302 303 304 305 306,
